DATES:2025-05-01,2025-05-02,2025-05-03,2025-05-04,2025-05-05,2025-05-06,2025-05-07,2025-05-08,2025-05-09,2025-05-10,2025-05-11,2025-05-12,2025-05-13,2025-05-14,2025-05-15,2025-05-16,2025-05-17,2025-05-18,2025-05-19,2025-05-20,2025-05-21,2025-05-22,2025-05-23,2025-05-24,2025-05-25,2025-05-26,2025-05-27,2025-05-28,2025-05-29,2025-05-30,2025-05-31,2025-06-01,2025-06-02,2025-06-03,2025-06-04,2025-06-05,2025-06-06,2025-06-07,2025-06-08,2025-06-09,2025-06-10,2025-06-11,2025-06-12,2025-06-13,2025-06-14,2025-06-15,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2025-07-14,2025-07-15,2025-07-16,2025-07-17,2025-07-18,2025-07-19,2025-07-20,2025-07-21,2025-07-22,2025-07-23,2025-07-24,2025-07-25,2025-07-26,2025-07-27,2025-07-28,2025-07-29,2025-07-30,2025-07-31,2025-08-01,2025-08-02,2025-08-03,2025-08-04,2025-08-05,2025-08-06,2025-08-07,2025-08-08,2025-08-09,2025-08-10,2025-08-11,2025-08-12,2025-08-13,2025-08-14,2025-08-15,2025-08-16,2025-08-17,2025-08-18,2025-08-19,2025-08-20,2025-08-21,2025-08-22,2025-08-23,2025-08-24,2025-08-25,2025-08-26,2025-08-27,2025-08-28,2025-08-29,2025-08-30,2025-08-31,2025-09-01,2025-09-02,2025-09-03,2025-09-04,2025-09-05,2025-09-06,2025-09-07,2025-09-08,2025-09-09,2025-09-10,2025-09-11,2025-09-12,2025-09-13,2025-09-14,2025-09-15,2025-09-16,2025-09-17,2025-09-18,2025-09-19,2025-09-20,2025-09-21,2025-09-22,2025-09-23,2025-09-24,2025-09-25,2025-09-26,2025-09-27,2025-09-28,2025-09-29,2025-09-30
d,s,mx,mn,ng,hm,ws,pr,hw,tn,er,pw
116,159,32.7,27,27.1,74.8,4.5,0,,1,0,SW
116,162,32.6,24.9,26.1,79.1,2.3,0,,1,0,SW
116,257,34.9,25.9,26.1,78.6,2.2,0,1,1,0,SW
116,271,34.1,21.3,23.3,74.7,1.1,0,1,,0.1,NW
116,278,36.6,23.9,24.7,74.9,1.1,0.2,1,,0,W
116,285,35.7,25.3,24.4,77.9,1.2,0,1,,0,SW
116,288,35.4,25.7,25.5,75.1,1.5,0,1,1,0,W
116,311,29.8,20.6,21.5,88,0.6,0,,,0.1,S
116,800,34.9,23.7,26.3,77,2.1,0,1,1,0.1,S
116,804,35.1,24.1,25.8,70.4,2.4,0,1,1,0.1,SW
116,808,34.8,23.4,24,70.7,2.1,0,1,,0.1,S
116,828,34.7,25.4,25.8,85,1.7,0,1,1,0,S
116,830,36.9,24.4,26.1,57.6,1.7,0,1,1,0,SW
116,843,36.5,24.4,27,63,1.8,0,1,1,0.1,W
116,845,36.2,26.1,26.1,71.4,1.5,0,1,1,0,SW
116,846,35.6,26.2,26.8,69.7,0.7,0,1,1,0,SW
116,852,31.3,24.8,25.9,78,1.9,0,,1,0,S
116,860,36.6,27.4,27.1,65,1.5,0,1,1,0.2,NW
116,905,34.6,24,23.6,79.2,1.4,0,1,,0,W
116,915,34.9,24,23.3,84.3,1.6,0,1,,0,W
116,922,33.3,23.1,22.5,81.5,0.8,0,1,,0.3,NE
116,927,34.6,23.8,23.4,78.6,1.8,0,1,,0.1,S
116,935,34.6,25,23.8,,1.6,0,1,,0.3,S
116,991,35.4,26.2,25.7,75.2,2.5,0,1,1,0,SW
116,992,35.4,24.8,26.2,78.4,2.2,0,1,1,0.1,S
116,995,35.6,25.7,25.5,70.3,1.6,0,1,1,0.2,SW
117,130,34,26.3,23.4,65.9,1.9,0,1,,0,SW
117,138,35.4,27.6,25.3,59.6,3.3,0,1,1,0,SW
117,143,34.2,26.3,23.4,64.2,2,0,1,,0.1,W
117,152,33.4,26.1,23.9,65,2.8,0,1,,0,SW
117,159,32.2,26.8,26.6,75.1,4.2,0,,1,0,SW
117,162,31.8,25.5,24.4,79.2,2.5,0,,,0,W
117,257,35.3,26.1,25.6,77.2,2.7,0,1,1,0,SW
117,271,29.3,22.5,19.3,82.9,1.3,0,,,0,S
117,278,32.2,23.5,21.7,82.6,1.3,0.2,,,0,W
117,285,32.9,24.2,22.6,85,0.7,0,,,0,SW
117,288,33.6,25.4,23.9,78,1.5,0,1,,0,NW
117,311,27.2,20,18,94,0.6,2,,,0.1,S
117,800,34.4,24.7,22.7,68.4,3,0,1,,0,SW
117,804,34.1,25.3,22.4,68.3,3.6,0,1,,0,SW
117,808,36.5,24,25.8,63.1,2.8,0,1,1,0,W
117,828,32.7,24.4,23.2,92,1.4,0,,,0.1,S
117,830,35.4,24.2,22.6,56.1,2.8,0,1,,0,W
117,843,32.2,24.5,21.7,66.4,3,0,,,0,W
117,845,35.3,25.6,22.7,72.7,1.5,0,1,,0.1,W
117,846,34.5,25.5,23.4,68.9,0.9,0,1,,0,W
117,852,34.4,25.9,23.8,64.8,2.1,0,1,,0,SW
117,860,34.5,26.9,24.9,64,1.2,0,1,,0.4,SE
117,905,34.1,23.6,23.1,80.8,1.2,2.5,1,,0,SW
117,915,32.5,23.3,21.8,91.8,1.3,0.5,,,0.1,NE
117,922,31.9,22.5,22.3,83.7,0.8,0,,,0.3,NW
117,927,32.5,23.2,21.6,83.5,1.6,2,,,0.2,NE
117,935,32.1,23.8,22.7,,1.3,1,,,0.2,SW
117,991,33.5,24.8,22.4,78.2,2.4,0,1,,0,SW
117,992,33.9,23.9,21.9,80.3,2.3,0,1,,0.1,SW
117,995,34.4,24.1,23.3,68,2.4,0,1,,0,SW
118,130,30.9,23.4,22.7,74.1,1.7,0,,,0.5,E
118,138,29.8,24.8,24.1,73.6,2.4,0,,,0.5,NE
118,143,35.2,23.4,24,65.5,1.9,0,1,,0.7,E
118,152,31.3,23.9,22.9,72.4,2.2,0,,,0.5,E
118,159,32.9,26.6,25.5,72.2,2.5,0,,1,0.6,E
118,162,31.2,24.4,24.2,82,1.5,0,,,0.1,S
118,257,33.9,25.6,25,74.1,1.8,0,1,1,0.5,SE
118,271,32.7,19.3,20.3,75,1.2,0,,,0.3,N
118,278,34.7,21.7,21.7,73.5,1,0,1,,0.2,SE
118,285,33.7,22.6,22.6,78,,0,1,,0.3,SW
118,288,35.1,23.9,23.5,70.8,1.5,0,1,,0.3,NE
118,311,27.9,18,18.7,91.4,0.6,2,,,0.1,S
118,800,29.8,22.7,22.6,78,2,0,,,0.4,NE
118,804,30.5,22.4,22,78.9,2.4,0.5,,,0.4,NE
118,808,29.2,24,23.7,76.8,2.1,0,,,0,W
118,828,33.7,23.2,22.8,80.1,1,0,1,,0,NW
118,830,33.7,22.6,22.2,63.1,1.8,0,1,,0.5,E
118,843,30.2,21.7,20.6,74.5,2.3,0,,,0.5,SE
118,845,35.1,22.7,24.8,70.9,1.2,0,1,,0.6,E
118,846,34.2,23.4,24.5,69.2,0.9,0,1,,0.5,SE
118,852,27.6,23.8,22.7,73,2.4,0,,,0.5,NE
118,860,35.6,24.9,25,64,1.5,0,1,1,0.5,E
118,905,34.1,23.1,22.4,77.1,1.2,2.5,1,,0.3,NW
118,915,34.3,21.8,22.5,82.3,1.3,0.5,1,,0.3,NE
118,922,32.6,22.1,20.3,76.9,0.9,0,,,0.3,SE
118,927,33.6,21.6,20.8,79.4,1,2,1,,0.2,S
118,935,33.3,22.7,21.9,,1.3,1,1,,0.2,W
118,991,34.8,22.4,23,76.1,1.6,0,1,,0.3,W
118,992,34.2,21.9,22.6,75.8,1.7,0,1,,0.3,SE
118,995,30.2,23.3,22.8,80.2,1.7,0,,,0.3,NE
119,130,27.9,22.7,23.6,84.3,1.7,0,,,0.1,W
119,138,29.8,24.1,26.1,76.9,2,0,,1,0.5,NE
119,143,34.9,24,25.6,66.3,1.7,0,1,1,0.4,SE
119,152,30.7,22.9,24.1,81.1,1.4,2.4,,,0.3,NE
119,159,32.6,25.5,26,74.6,2.5,0,,1,0.4,NE
119,162,31.5,24.2,23.9,80.3,2.2,0,,,0.2,NE
119,257,34.3,25,24.5,76,2,0,1,,0.5,NE
119,271,31,20.3,20.9,75.2,1,0,,,0.1,N
119,278,34,21.7,22.4,69.6,0.9,0,1,,0.2,W
119,285,33.4,22.6,23.5,77.8,0.7,0,1,,0.2,SW
119,288,34,23.5,24,73.7,1.3,0,1,,0.2,W
119,311,28.4,18.7,20,90.4,0.5,0,,,0.1,S
119,800,29.5,22.6,23.9,83.7,2.7,0,,,0,S
119,804,29.6,22,23.9,84.6,1.7,0.5,,,0.3,SE
119,808,29.7,23.7,24.8,81.7,1.9,0,,,0.1,NW
119,828,33.2,22.8,24.3,85.3,0.9,0,1,,0,S
119,830,33.3,22.2,22.9,67.9,1.4,0,1,,0.3,NW
119,843,33.3,20.6,23.3,69.9,1.1,0,1,,0,W
119,845,34.6,24.8,24.7,69.8,1,0,1,,0.6,E
119,846,33.5,24.5,24.8,67.2,1.8,0,1,,0.4,SE
119,852,27.3,22.7,23.3,84.2,2.8,0,,,0,S
119,860,34.6,25,26,64.9,1.6,0,1,1,0.6,SE
119,905,33.2,22.4,22.8,79.4,1.5,0,1,,0.1,NW
119,915,33.7,22.5,23.1,85,1.1,0,1,,0.4,E
119,922,32.2,20.3,21.3,82.2,0.5,0,,,0.3,S
119,927,33.1,20.8,21.7,80.3,1.1,0,1,,0.1,SW
119,935,32.5,21.9,23.2,,1.1,0,,,0.2,SW
119,991,34,23,24.3,76.1,1.5,0,1,,0.1,SW
119,992,33.7,22.6,23.1,76.6,1.6,0,1,,0.2,SW
119,995,31.4,22.8,23.6,83.8,,0,,,0.2,SW
120,130,37.3,26.3,27.5,58.8,2.1,0,1,1,0,W
120,138,35.8,26.1,26.8,59.7,2.7,0,1,1,0,SW
120,143,36.1,25.6,25.3,61.4,1.4,0,1,1,0.1,NW
120,152,35.4,24.1,25.1,67.1,1.8,2.4,1,1,0.1,W
120,159,32.9,26,26.8,73,3.6,0,,1,0,SW
120,162,32.7,23.9,24.5,79.9,1.9,0,,,0,S
120,257,35.1,24.5,25.6,76.3,2.2,0,1,1,0,SW
120,271,31.9,20.9,20.6,80,1.2,0,,,0,NW
120,278,35.7,22.4,21.9,72.9,1.2,0,1,,0.1,W
120,285,36.2,23.5,23.2,74.4,0.9,0,1,,0,SW
120,288,36,24,24.9,73.9,1.2,0,1,,0.1,W
120,311,29.9,20,18.7,87.4,0.7,0,,,0.2,S
120,800,35.3,23.9,24,66.8,2.4,0,1,,0.1,W
120,804,35.1,23.9,23.1,68.7,2.7,0,1,,0,SW
120,808,36.3,24.8,27,67,2.2,0,1,1,0,W
120,828,36,24.3,24.2,82.3,0.8,0,1,,0.1,S
120,830,36.1,22.9,21.5,60.3,1.9,0,1,,0,W
120,843,34,23.3,24.1,64,2.1,0,1,,0,W
120,845,36.9,24.7,23.9,70.2,0.8,0,1,,0,W
120,846,35.1,24.8,24.6,66.7,1.6,0,1,,0,W
120,852,35.9,23.9,26.9,59.4,2.2,0,1,1,0,SW
120,860,36.6,26,26.3,61.8,1.2,0,1,1,0.1,NW
120,905,35.9,22.8,23.6,76.5,1.5,0,1,,0.1,NW
120,915,35.3,23.1,23.3,84.6,1.5,0,1,,0,W
120,922,34,21.3,22.2,80.8,0.6,0,1,,0.2,NW
120,927,34.6,21.7,22.9,78.6,1.1,0,1,,0.2,S
120,935,34.7,23.2,23.6,,1.2,0,1,,0.2,SW
120,991,35.9,24.3,23.7,75.8,1.6,0,1,,0,W
120,992,35.7,23.1,22.4,78.4,1,0,1,,0.2,NW
120,995,35.8,23.6,24.9,73,1.6,0,1,,0,SW
121,130,32.1,25.5,23.4,73.5,1.7,0,,,0.4,W
121,138,36.1,26.3,25.5,61.6,2.3,0,1,1,0.3,SW
121,143,36.4,25.3,25.7,55.9,1,0,1,1,0.3,NW
121,152,34.1,25.1,24.5,68.3,1.4,0,1,,0.1,NW
121,159,33.4,26.8,27.1,71.2,3.3,0,1,1,0,S
121,162,32.3,24.5,25,79.9,1.6,0,,1,0.1,S
121,257,35.4,25.6,25,75.3,1.9,0,1,1,0,SW
121,271,33.9,20.6,20.2,76.9,1,0,1,,0,NW
121,278,36.2,21.9,22.3,71.7,0.9,0,1,,0.1,N
121,285,36.4,23.2,24.1,73.2,0.7,0,1,,0.3,SW
121,288,36.5,24.9,24.5,71.9,1.2,0,1,,0.1,W
121,311,29,18.7,20.2,89.8,0.6,0,,,0,S
121,800,33.8,24,22.8,77.9,1.8,0,1,,0.5,E
121,804,33.8,23.1,22.8,70.6,2.1,0,1,,0.5,NE
121,808,33.9,25.2,25.1,68.1,2.6,0,1,1,0,W
121,828,36.2,24.2,24.7,78.7,0.7,0,1,,0.1,NW
121,830,37.7,21.5,22.8,58.5,1.1,0,1,,0.2,NW
121,843,33.5,23.7,23,69.7,1.9,0,1,,0.4,SE
121,845,37.3,23.9,25.3,66.6,0.6,0,1,1,0.2,NW
121,846,36.5,24.6,25.6,63.5,1.3,0,1,1,0.1,W
121,852,29.9,25.1,23.8,74,2.3,0,,,0.4,NE
121,860,36.7,26.3,26.7,56.8,1.3,0,1,1,0.1,NW
121,905,36.2,23.6,23.4,74.3,1.6,0,1,,0.2,NW
121,915,36,23.3,22.9,82.2,1.2,0,1,,0.2,NE
121,922,34.8,22.2,22,77.7,0.6,0,1,,0.4,E
121,927,35.6,22.9,22.2,76.2,0.9,0,1,,0.1,W
121,935,35.7,23.6,23.6,,0.9,0,1,,0.2,SW
121,991,36.5,23.7,24.9,73.2,1.2,0,1,,0.1,W
121,992,36,22.4,23.6,76.9,0.8,0,1,,0.2,N
121,995,36.6,24.6,23.7,70.9,1.2,0,1,,0.2,SW
122,130,29.4,23.4,24.6,79.7,1.6,0,,,0.1,SW
122,138,33.6,25.5,26.4,70.1,2.1,0,1,1,0.1,SW
122,143,33.6,25.1,24.7,74.5,1.1,2.9,1,,0.5,SE
122,152,31.9,24.5,25.4,74.6,1.8,0.5,,1,0.1,SW
122,159,31.5,26.7,25.7,78.8,2.8,0.9,,1,0,SW
122,162,29.5,24.9,24.8,87.2,1.1,,,,0.2,S
122,257,32.3,25,25.6,83.6,1.6,3.3,,1,0,SW
122,271,31.8,20.2,22.5,85.6,0.8,1.4,,,0,NW
122,278,35,22.3,24.3,78.2,1.1,0,1,,0,W
122,285,31.9,24.1,24.6,89.1,0.6,5.9,,,0.1,S
122,288,31.6,24.5,25.6,82.2,1.2,2.4,,1,0,S
122,311,28.1,20.2,20.9,94.2,0.6,4,,,0.1,S
122,800,32.3,22.8,24.4,85.2,2.1,4.5,,,0.1,S
122,804,33.2,22.8,25.1,76.9,2.3,0,1,1,0.1,SW
122,808,31.1,24.6,23.6,79.8,2.1,0,,,0,S
122,828,32.4,24,23.9,95.6,1.1,24.5,,,0.1,S
122,830,34.6,22.8,24.6,62.2,1.3,0,1,,0.1,S
122,843,34.9,23,24.5,68.6,1.6,0,1,,0.1,W
122,845,34,24.4,24.4,83.2,0.8,3.5,1,,0.1,SW
122,846,32.7,24,24,79.4,1.3,2,,,0,W
122,852,28.4,23.8,24,80,1.8,1.5,,,0,SW
122,860,33.4,25.6,24.9,73.3,1.1,4,1,,0.2,NW
122,905,32.2,23.4,24,84.2,1.5,3.5,,,0.1,NW
122,915,29.9,22.9,24.4,96.6,1.2,17,,,0.1,W
122,922,30.4,22,23.6,88.5,0.5,12.5,,,0.3,N
122,927,30.6,22.2,24,88,1,0,,,0.3,SW
122,935,30.6,23.6,23.5,,1.4,45,,,0.3,SW
122,991,32.2,24.4,24.2,86.4,1.9,5,,,0,SW
122,992,32.6,23.6,23.8,89.2,1.4,8,,,0.2,S
122,995,33.3,23.7,24.2,83,0.7,0,1,,0.1,SW
123,130,34.4,23.9,23.8,72,2,0,1,,0,S
123,138,33.1,26.4,26.3,68.2,3.2,0,1,1,0,SW
123,143,32.3,24.7,24.8,76.6,1.3,11.7,,,0.4,SE
123,152,30.3,25.4,24.2,79.3,3,0.5,,,0,SW
123,159,30.2,25,25.1,85.8,4.1,6.6,,1,0,SW
123,162,27.2,24.8,24.6,92.4,1.8,,,,0.1,S
123,257,29.6,25.6,25.6,94.3,2.1,6.2,,1,0,SW
123,271,32.1,22.8,22.4,82.4,1.2,1.4,,,0.1,S
123,278,33.7,24.3,23.7,80.3,1.4,0.2,1,,0,SW
123,285,31.6,24.6,23.8,87.6,,5.9,,,0,SW
123,288,30.6,25.6,24.6,85.6,1.7,2.4,,,0.1,SE
123,311,26.9,20.9,21,94.5,0.5,4,,,0.3,SE
123,800,33,24.4,24.5,77.1,3.3,4.5,1,,0,S
123,804,31.7,24.9,23.6,73.3,3.9,0,,,0,SW
123,808,32.9,22.7,22.7,77.3,2.1,0,,,0,S
123,828,30.2,23.9,24.7,97.7,2.1,24.5,,,0,S
123,830,32.8,24.6,24.4,61.3,2.1,0,,,0,W
123,843,33,24.7,23.7,63.6,2.6,0,1,,0,W
123,845,32.9,24.4,24.7,81.2,1.5,6,,,0,SW
123,846,32.3,24.1,24.9,79.6,1.8,4.5,,,0,SW
123,852,32.6,24,23.1,73.9,2.4,1.5,,,0,SW
123,860,32.9,24.9,25.9,75.1,1.1,6.5,,1,0.3,SE
123,905,29.5,23.8,23.3,91.4,1.3,6,,,0,S
123,915,30.1,24.4,24,95.7,1.3,17,,,0,SW
123,922,28.3,23.1,22.4,92.3,0.6,12.5,,,0.2,NW
123,927,29.3,24.2,23.6,86.5,1.9,4.5,,,0.2,S
123,935,30.6,23.5,23.4,,2,45,,,0.3,S
123,991,31.4,24.2,24.8,84.8,2.1,6,,,0,S
123,992,31.7,23.9,24.3,87.2,2.2,8,,,0.1,S
123,995,32.6,24.2,23.5,79.7,1.3,0,,,0.1,SW
124,130,27.9,23.5,20.3,84.6,1.1,4.1,,,0.4,NE
124,138,30.1,23.6,22.5,80,1.7,5.4,,,0.3,SW
124,143,31.2,24.8,23.2,73.1,1.4,11.7,,,0.4,NW
124,152,30.4,23.5,22,84.8,1.3,6.7,,,0.2,SW
124,159,30.8,25.1,24.1,84.1,2.9,6.6,,,0.1,SW
124,162,30.5,24.6,23.7,86.3,1.7,0,,,0,S
124,257,30.4,24.6,23.2,93.2,1.5,28.4,,,0.2,SW
124,271,29.2,18.5,16.7,80.7,1.1,1.6,,,0,NW
124,278,30.9,19.7,18.7,82.2,0.9,1.2,,,0,W
124,285,33.7,23.8,23.3,85.5,0.5,0.8,1,,0.2,S
124,288,31.3,24.6,23.8,88,1,2.5,,,0,W
124,311,26.3,19.6,18.3,95.5,0.5,4,,,0.1,S
124,800,28.6,22.9,20.2,84.4,1.6,0,,,0.5,E
124,804,29.3,22.6,20.7,86.8,1.7,7.5,,,0.3,S
124,808,30.2,23.1,21.9,86.8,1.3,10,,,0.1,S
124,828,31.4,23.9,23.3,94.6,1.1,14,,,0.1,S
124,830,29.9,23.3,20.8,71,1.5,3.5,,,0.4,SE
124,843,28,21.6,19.9,82.8,1.4,3.5,,,0.4,SE
124,845,32.7,24.7,23.5,78.7,0.9,0,,,0.1,W
124,846,31.7,24.9,23.5,75,1.8,4.5,,,0.1,NW
124,852,27.8,22.9,21.1,86.1,1.4,2.5,,,0.2,NE
124,860,31.3,25.7,23.8,71.5,1.3,6.5,,,0.2,NW
124,905,30.7,23,21.3,,1.1,6.5,,,0.1,W
124,915,31.7,23.9,22.7,91.5,1.4,15,,,0.1,NE
124,922,28,22.1,20.3,94.8,0.4,20.5,,,0.2,W
124,927,29.7,23,21.1,89.3,1,4.5,,,0.3,SW
124,935,32.8,23.4,22.5,,1.4,20,,,0.3,NE
124,991,31.3,23,22.3,84.4,1.4,6,,,0.1,W
124,992,31.6,22.2,21.5,84.2,1.3,0,,,0.2,NE
124,995,30.6,22.8,21.5,90.3,0.8,22,,,0,SW
125,130,27.5,20.3,21.9,85.2,1.5,4.1,,,0.4,W
125,138,27.7,22.5,24.6,84.4,1.8,5.4,,,0.5,NE
125,143,31.9,23.2,23.9,71.7,2.5,0,,,0.9,E
125,152,29.6,22,23.4,80.1,1.9,6.7,,,0.5,E
125,159,31.4,24.1,25.9,74.1,2.4,0.2,,1,0.9,NE
125,162,32.3,23.7,24.6,78.2,2.1,0,,,0.4,NE
125,257,32.8,23.2,25.7,79.7,2,28.4,,1,0.9,E
125,271,31.7,16.7,18.4,78.3,1.2,1.6,,,0.3,SE
125,278,33.1,18.7,21.1,75.9,0.9,1.2,1,,0.4,E
125,285,33.2,23.3,22.8,80.6,0.5,0.8,1,,0.3,SE
125,288,33.9,23.8,22.3,76.4,1.3,2.5,1,,0.6,E
125,311,26.1,18.3,19.7,93.9,0.5,2,,,0.1,S
125,800,28.2,20.2,22.6,84.7,1.5,0,,,0.5,E
125,804,28.9,20.7,22,85.2,1.9,7.5,,,0.5,NE
125,808,27.8,21.9,23.4,88.2,1.6,10,,,0,NW
125,828,32.5,23.3,22.8,90.7,1.1,0,,,0,NW
125,830,31.4,20.8,22.3,68.8,1.5,3.5,,,0.5,E
125,843,28.1,19.9,20.1,81.4,1.7,3.5,,,0.4,SE
125,845,33.9,23.5,24.1,73.9,1.4,0,1,,0.8,NE
125,846,33.6,23.5,24.5,69.7,2.2,0,1,,0.7,E
125,852,29.4,21.1,23.1,81.2,1.2,2.5,,,0.1,SE
125,860,34.1,23.8,24.9,68.9,1.8,0,1,,1,E
125,905,32.2,21.3,22.4,82.2,1.7,6,,,0.4,NW
125,915,32.6,22.7,21.7,88.6,1.2,0,,,0.2,NE
125,922,30.8,20.3,19.7,82.4,1.1,20.5,,,0.4,SE
125,927,33,21.1,20.1,83.1,0.8,0,1,,0.2,S
125,935,33.5,22.5,22.3,,1,0,1,,0.5,NE
125,991,33.3,22.3,22.2,79,1.6,0,1,,0.5,E
125,992,33.7,21.5,23.1,77,1.7,0,1,,0.6,SE
125,995,27.7,21.5,23.1,89.6,1.4,22,,,0.1,NE
126,130,25.2,21.9,22.6,92.8,1.6,37.7,,,0.1,NW
126,138,29.3,24.1,24.1,81.6,2.9,1,,,0.6,NE
126,143,32.9,23.9,24.1,73.3,2.4,0.4,,,0.7,SE
126,152,31,23.4,23.7,81.8,2.4,0.1,,,0.5,E
126,159,33.6,25.9,25.8,73.4,2.7,0,1,1,0.9,NE
126,162,33.3,24.6,24,73,2.4,0,1,,0.5,NE
126,257,33.1,25.7,25.4,77.7,2.7,0,1,1,1,NE
126,271,28.6,18.4,18.3,78.6,1.5,0,,,0.3,NW
126,278,32.9,21.1,22.2,75.4,1.2,0.6,,,0.5,NE
126,285,33.7,22.8,23.3,81.5,0.8,0,1,,0.6,E
126,288,34.2,22.3,25.1,75.6,1.4,0,1,1,0.3,NW
126,311,26.1,19.7,19.5,94.3,0.5,5,,,0.1,S
126,800,29.2,22.6,22.6,89,1.6,44.5,,,0.2,NE
126,804,30,22.5,23.3,85.3,3.3,0.5,,,0.4,NE
126,808,28.9,23.6,23.5,88.2,3.7,2,,,0,N
126,828,33.6,22.8,24,89.7,1.2,12.5,1,,0,NW
126,830,32.8,22.7,22.8,66.9,1.8,0,,,0.5,E
126,843,24.6,20.1,19.6,90.8,0.7,56,,,0.1,NW
126,845,34.9,24.1,23.7,79,1.1,1,1,,0.6,NE
126,846,34.7,24.2,23.6,74.9,2.1,4,1,,0.7,E
126,852,25.1,22.2,23.5,87.9,2.9,17.5,,,0.3,NW
126,860,34.5,24.9,25.1,70.7,2,1,1,1,1,SE
126,905,32.4,22.4,23.7,81,1.5,0,,,0.4,E
126,915,32.7,21.7,22.4,87,1.6,0,,,0.5,NE
126,922,31.4,19.7,22,83.3,0.8,0,,,0.3,SE
126,927,32.9,20.1,24.1,81.1,1.4,0,,,0.3,NE
126,935,33,22.3,23.7,,1.3,3,1,,0.2,W
126,991,34.4,22.2,23.6,83.1,1.5,27,1,,0.4,NE
126,992,33.4,23.1,23.2,82.8,1.2,27,1,,0.5,NE
126,995,28.6,23.2,23.2,90.2,2.1,0.5,,,0.4,NE
127,130,29.5,22.6,22.8,82.8,1.7,37.7,,,0.3,NW
127,138,28.2,24.3,24.7,76.1,2.7,1,,,0.6,NE
127,143,33.6,23.3,23,71.3,1.5,12.6,1,,0.6,SE
127,152,30.1,23.7,22.3,74.1,2.5,0.2,,,0.4,E
127,159,32.5,25.8,25.3,68.8,2.5,0,,1,0.7,E
127,162,31.4,24,23.6,76.4,2,0,,,0.2,NE
127,257,33.8,25.4,23.4,73.8,1.8,0,1,,0.8,NE
127,271,32.7,18.3,19.3,73.1,1.1,0,,,0.2,NW
127,278,34.6,22.2,23.4,67,1.1,0.6,1,,0.1,S
127,285,33.1,23.3,23,80.7,1,6.9,1,,0.3,SW
127,288,35.4,25.1,23,69.3,1.7,0,1,,0.2,SE
127,311,26.1,19.5,20.4,96,0.5,5,,,0,S
127,800,28.9,22.1,22,80.6,2.2,44.5,,,0.4,NE
127,804,28.7,21.9,21.9,78.3,3.3,2,,,0.4,NE
127,808,27.8,23.5,23.5,83,2.9,2,,,0,N
127,828,32.9,24,23.5,85.9,1.3,12.5,,,0.1,NW
127,830,31.6,22.8,22.5,63,1.7,2,,,0.4,NW
127,843,29,19.6,20.4,81.5,1.4,56,,,0.4,SE
127,845,34.8,23.2,22.8,78.4,0.7,9.5,1,,0.5,NE
127,846,34.2,22.4,22.4,76,1.2,25,1,,0.2,NW
127,852,27.8,23.1,23.1,80.2,3,17.5,,,0.4,NE
127,860,34.2,23.3,23.3,70.2,1.3,21.5,1,,0.5,E
127,905,32.3,23.3,21.1,75.6,1.7,0,,,0.5,E
127,915,32.5,22.4,22.2,87.8,1.6,0,,,0.3,NE
127,922,31.1,22,20.5,79.2,0.8,0,,,0.3,SE
127,927,33.5,24.3,21.4,76,1.7,0,1,,0.2,NE
127,935,33.3,23.7,23.3,,1.7,3,1,,0.2,W
127,991,33.8,23.6,23.2,82.3,1.3,27,1,,0.3,NE
127,992,33.8,23.2,22.3,83.1,1.1,27,1,,0.5,E
127,995,27.8,22.1,22.1,81.7,2.5,0,,,0.5,NE
128,130,34.8,22.8,26.1,70.3,1.9,0,1,1,0,SW
128,138,34.8,24.7,26.1,62.9,3,0.1,1,1,0,SW
128,143,34.1,23,24.7,70.8,1.5,12.6,1,,0.3,SW
128,152,32.8,22.3,26.7,70.4,2.5,0.2,,1,0.1,SW
128,159,31.8,25.3,27.1,74.4,3.6,0,,1,0.1,SW
128,162,31.5,23.6,26.4,79.9,2.6,0,,1,0,SW
128,257,33,23.4,26.9,80.2,2.2,0,1,1,0,SW
128,271,31,19.3,22.5,78.4,1.1,0,,,0,NW
128,278,34.3,23.4,23.4,71.6,1.2,0.8,1,,0.1,SW
128,285,32.5,23,24.8,86,0.9,7.5,,,0,SW
128,288,33.8,23,26,76.7,1.4,0.1,1,1,0,S
128,311,27.6,20.4,21.3,93.8,0.6,3,,,0.2,S
128,800,32.7,22,25.4,73.3,2.9,1,,1,0,SW
128,804,33.1,21.9,24.8,71.9,3.2,2,1,,0,SW
128,808,33.7,23.5,25.3,72.9,1.9,0,1,1,0,SW
128,828,32.4,23.5,24.8,91.6,1.5,1,,,0.1,S
128,830,34.6,22.5,25.1,59,2,2,1,1,0,W
128,843,32.7,20.4,24.4,70.6,2.2,0,,,0.1,W
128,845,34,22.8,24.6,79.6,1.3,0,1,,0.1,SW
128,846,32.6,22.9,24.4,77.6,1.6,25,,,0.1,SW
128,852,34.1,23.5,26.8,69.5,2.5,0.5,1,1,0,SW
